CSDUID,Unnamed: 0,Geography,Unnamed: 2,graph2_cwbwiz,graph2_education,graph2_housing,graph2_income,graph2_jobs,graph_cwb,graph_education,graph_housing,graph_income,graph_jobs,year,lat,lon,pop,log_std
1315036,678,Bertrand ,VL,3,3,2,3,3,3,3,2,4,4,2016,47.747202945060266,-65.08418175976699,1137.0,29.54206757129908
1302012,679,Blacks Harbour ,VL,4,3,4,3,3,4,3,4,4,3,2016,45.05824992428435,-66.78652266827775,982.0,27.036337845511447
1309018,680,Blackville ,P,4,3,3,3,4,4,4,4,3,4,2016,46.67212530838586,-65.79951085009095,2215.0,40.94354807596582
1309019,681,Blackville ,VL,3,2,4,3,3,3,2,4,3,3,2016,46.736842565079996,-65.83441866716007,990.0,27.175058958248965
1309021,682,Blissfield ,P,4,3,3,3,4,4,3,3,4,4,2016,46.60128460282051,-66.04033539437222,501.0,15.530119066039699
1303001,683,Blissville ,P,2,3,1,2,3,2,3,1,2,3,2016,45.609428248990305,-66.55865225702719,926.0,26.032435398800974
1307004,684,Botsford ,P,2,2,1,2,4,2,2,1,2,4,2016,46.11449912248045,-63.98034969477228,1074.0,28.567467389599603
1308005,685,Bouctouche ,TV,4,3,3,3,3,4,4,3,4,3,2016,46.47037546150883,-64.73707250190441,2423.0,42.47809830128189
1310026,686,Bright ,P,1,1,2,2,2,1,1,2,1,1,2016,46.12073041396755,-67.05496167146406,3068.0,46.51338957178232
1311011,687,Brighton ,P,3,3,4,3,2,3,4,4,4,1,2016,46.33160252913225,-67.35851383095635,1764.0,37.05103614620192
1303011,688,Burton ,P,1,2,2,1,1,1,2,2,1,1,2016,45.80109830531484,-66.40650652051646,5421.0,56.246093633951965
1304011,689,Cambridge ,P,2,3,1,3,3,2,3,1,2,4,2016,45.819127947820554,-66.07492673747583,651.0,20.007958119165405
1304013,690,Cambridge-Narrows ,VL,2,2,1,2,4,2,1,1,1,4,2016,45.812825550260946,-65.97033336567682,620.0,19.173778857636815
1314014,691,Campbellton ,C,4,2,3,4,3,4,2,4,4,3,2016,47.99897614305064,-66.65227958848587,7385.0,61.53207125435194
1302004,692,Campobello Island ,RCR,2,2,1,3,3,2,2,1,3,3,2016,44.89066099073523,-66.9318776526812,925.0,26.013961833145625
1304021,693,Canning ,P,2,2,2,2,4,2,1,2,2,4,2016,45.965186788517315,-66.09478243584725,952.0,26.505872855088914
1310011,694,Canterbury ,P,2,3,1,3,3,2,3,1,2,3,2016,45.87547964816014,-67.50882603143417,609.0,18.867716792318546
1310012,695,Canterbury ,VL,2,2,1,4,2,2,2,1,4,2,2016,45.892611163733974,-67.46786102034336,331.0,15.0
1307007,696,Cap-Pelé ,VL,3,3,4,2,2,3,4,4,1,2,2016,46.2172954379525,-64.28207347693017,2256.0,41.25712815546152
1315028,697,Caraquet ,TV,2,1,3,2,2,2,1,3,2,2,2016,47.765341265450544,-64.95102429567675,4169.0,51.756276903628006
1315026,698,Caraquet ,P,3,4,1,3,3,3,4,1,3,4,2016,47.73114435993005,-64.8804911205285,1382.0,32.87840597925558
1305026,699,Cardwell ,P,3,3,3,3,2,3,3,3,2,2,2016,45.78470890425861,-65.30362096926812,1414.0,33.269777193267984
1308026,700,Carleton ,P,3,4,1,3,4,4,4,1,3,4,2016,46.87974533052076,-65.00741898628944,770.0,22.878264967828386
1311019,701,Centreville ,VL,3,2,3,4,3,3,1,3,4,3,2016,46.43032133474199,-67.70937407293718,542.0,16.874989670737833
1314004,702,Charlo ,VL,2,2,1,2,3,2,2,1,2,4,2016,47.986202159099676,-66.3155845930544,1324.0,32.145372473703894
1309006,703,Chatham ,P,2,1,3,1,3,1,1,2,1,3,2016,47.04447364970811,-65.37793352517912,522.0,16.23215894061946
1304024,704,Chipman ,P,3,3,2,3,3,3,3,2,3,4,2016,46.21471199317679,-65.81565479603745,962.0,26.684529479141112
1304025,705,Chipman ,VL,4,3,2,4,4,4,3,1,4,4,2016,46.171642564002056,-65.88213550022353,1236.0,30.96947093296872
1313038,706,Clair ,P,2,3,2,2,1,1,3,1,1,1,2016,47.2901610856007,-68.64373975403095,297.0,15.0
1313039,707,Clair ,VL,3,3,2,4,2,3,3,2,4,2,2016,47.26474128759782,-68.62078963611063,857.0,24.708484761692443
1308002,708,Cocagne ,RCR,2,2,3,2,2,2,2,3,1,3,2016,46.360818012859404,-64.64250758555282,,15.0
1306014,709,Coverdale ,P,1,2,2,1,1,1,1,2,1,1,2016,46.00020390276781,-64.88639422414371,4401.0,52.682190352589565
1314008,710,Dalhousie ,P,2,1,3,2,3,1,1,3,1,3,2016,48.033671617788606,-66.50332057483936,2247.0,41.18878449343609
1314017,711,Dalhousie ,TV,4,3,2,4,4,4,3,2,4,4,2016,48.05116458376206,-66.39176543210718,3512.0,48.8242548377984
1312014,712,Denmark ,P,4,3,3,3,3,4,4,4,4,4,2016,47.11548712693388,-67.47712390984078,1592.0,35.2969767752807
1309011,713,Derby ,P,2,2,1,2,3,2,2,1,1,4,2016,46.88965669673914,-65.68994412603821,998.0,27.312663591176072
1307045,714,Dieppe ,C,1,1,4,1,1,1,1,4,1,1,2016,46.08590243681398,-64.69039800318478,23310.0,81.18422793569238
1309022,715,Doaktown ,VL,4,3,3,4,4,4,3,2,4,4,2016,46.5608519950758,-66.11219578130896,793.0,23.3814842955438
1307011,716,Dorchester ,P,3,3,2,3,2,3,4,2,3,2,2016,45.951592165096734,-64.53207902769843,477.0,15.0
1307012,717,Dorchester ,VL,4,3,4,3,3,4,3,4,4,4,2016,45.904065961795226,-64.51157427183766,1167.0,29.987334490189156
1310028,718,Douglas ,P,1,1,3,1,1,1,1,3,1,1,2016,46.28189375924272,-66.94202624856516,6081.0,58.210380956416316
1312021,719,Drummond ,P,2,2,3,2,1,1,2,3,1,1,2016,47.308238617301335,-67.56737447500453,2250.0,41.21159608234462
1312023,720,Drummond ,VL,3,3,3,3,2,3,3,4,4,2,2016,47.03689456784922,-67.68009122177594,775.0,22.98892738232201
1302031,721,Dufferin ,P,1,1,1,1,2,1,1,1,1,1,2016,45.179287047965566,-67.21116549533482,573.0,17.825935702677544
1302044,722,Dumbarton ,P,3,3,2,3,3,4,4,2,4,4,2016,45.412113206699374,-67.04920090593149,368.0,15.0
1310014,723,Dumfries ,P,2,2,1,2,4,2,2,1,2,4,2016,45.87536550209679,-67.21324875433575,373.0,15.0
1308001,724,Dundas ,P,2,2,3,1,2,2,2,3,1,2,2016,46.315718983996724,-64.69444469112713,6282.0,58.76637170216203
1314001,725,Durham ,P,4,4,2,4,4,4,4,2,4,4,2016,47.76328314691997,-66.08490182528246,1207.0,30.56354010345687
1313027,726,Edmundston ,C,2,2,3,3,2,2,1,3,4,2,2016,47.37794247723135,-68.32180166072511,16032.0,74.7847878146628
1314011,727,Eel River Crossing ,VL,3,3,3,3,3,3,3,3,3,3,2016,47.995820593644844,-66.48487501392081,1209.0,30.591846870437152
1314016,728,Eldon ,P,4,4,2,4,4,4,4,1,4,4,2016,47.669279010757165,-67.06446529204375,698.0,21.199800518473445
1306008,729,Elgin ,P,3,3,3,3,3,3,3,3,3,3,2016,45.80600626094524,-65.03350424903742,968.0,26.790834174048424
1311027,730,Florenceville-Bristol ,TV,1,1,2,3,1,1,1,2,3,1,2016,46.45088910905823,-67.59672042424187,1639.0,35.79442586479594
1310032,731,Fredericton ,C,1,1,4,3,2,1,1,4,3,1,2016,45.95517675693153,-66.64362779662362,56224.0,96.23772355933419
1303006,732,Fredericton Junction ,VL,3,3,3,2,3,3,3,4,2,3,2016,45.659819909363726,-66.60546408814618,752.0,22.47384256361725
1304005,733,Gagetown ,VL,1,1,2,2,3,1,1,2,1,3,2016,45.77533052587116,-66.16100849242933,698.0,21.199800518473445
1304004,734,Gagetown ,P,2,3,3,2,2,2,3,3,2,1,2016,45.74062172647206,-66.26694846731678,316.0,15.0
1303004,735,Gladstone ,P,2,2,1,3,2,2,2,1,3,2,2016,45.61985730822487,-66.74045957659746,485.0,15.0
1309004,736,Glenelg ,P,2,3,2,2,2,2,3,2,2,2,2016,46.945520760999734,-65.28948061327628,1610.0,35.48920309766156
1312008,737,Gordon ,P,3,3,3,3,3,3,3,3,3,3,2016,46.8360439717397,-67.19148186106719,1567.0,35.026358853517834
1305015,738,Grand Bay-Westfield ,TV,1,1,2,1,1,1,1,2,1,1,2016,45.33676285706931,-66.24894369009147,5117.0,55.25937572235535
1312016,739,Grand Falls ,P,2,3,2,3,2,2,3,1,3,2,2016,46.9172994001402,-67.74515939514744,1172.0,30.060431152837147
1312019,740,Grand Falls / Grand-Sault ,TV,3,2,3,3,2,3,2,4,4,3,2016,47.04646856287302,-67.75577917658445,5706.0,57.12212342637475
1302052,741,Grand Manan ,VL,2,2,2,2,1,1,3,2,2,1,2016,44.699869875349684,-66.81087397167346,2377.0,42.15039033788562
1315038,742,Grande-Anse ,VL,4,3,3,3,4,4,3,3,3,4,2016,47.802097997638164,-65.16553171296518,738.0,22.152541877374556
1305038,743,Greenwich ,P,2,2,2,2,3,2,2,2,1,3,2016,45.51102551157235,-66.12284395560935,1047.0,28.13215236059311
1304006,744,Hampstead ,P,3,2,1,3,4,3,1,1,4,4,2016,45.632256906490454,-66.15665144700071,294.0,15.0
1305006,745,Hampton ,P,1,2,2,1,2,1,1,2,1,1,2016,45.467593233116894,-65.82632115716574,2734.0,44.542754210207384
1305007,746,Hampton ,TV,1,1,3,1,2,1,1,3,1,1,2016,45.52515851223885,-65.84261417387087,4292.0,52.25340821500415
1310017,747,Hanwell ,RCR,1,1,3,1,1,1,1,3,1,1,2016,45.85224616623325,-66.80176733095698,,15.0
1308010,748,Harcourt ,P,4,4,1,4,4,4,4,1,4,4,2016,46.37657094245643,-65.44838413223067,390.0,15.0
1309001,749,Hardwicke ,P,4,4,3,2,4,4,4,3,2,4,2016,47.02064453656423,-65.029693849354,2329.0,41.80160238123212
1311012,750,Hartland ,TV,2,2,4,3,2,2,1,4,3,1,2016,46.29856379799385,-67.50287472845609,947.0,26.415839559355447
1306004,751,Harvey ,P,3,3,1,2,4,3,3,1,2,4,2016,45.707957180145655,-64.81244414343688,376.0,15.0
1310005,752,Harvey ,VL,2,1,4,3,2,2,1,4,4,1,2016,45.728600862949975,-67.00564988661381,363.0,15.0
1305028,753,Havelock ,P,2,2,3,3,1,2,2,3,3,1,2016,45.95223222653122,-65.38840703847931,1158.0,29.85496776439152
1306011,754,Hillsborough ,P,2,2,3,2,2,2,2,3,2,2,2016,45.905153251685036,-64.76531059446609,1395.0,33.038482541876135
1306025,755,Hillsborough ,VL,2,2,2,3,3,2,1,2,3,3,2016,45.92051797820974,-64.65065688567866,1350.0,32.47786565005447
1306001,756,Hopewell ,P,3,3,3,3,3,3,3,2,3,3,2016,45.8061672626288,-64.68148715066799,643.0,19.796551613008763
1315024,757,Inkerman ,P,3,4,3,2,3,4,4,4,2,4,2016,47.667536361237985,-64.90153056788591,4247.0,52.073203302638206
1304014,758,Johnston ,P,3,3,2,2,4,3,3,2,2,4,2016,45.88911189590196,-65.80054511381073,660.0,20.2427071161293
1305036,759,Kars ,P,2,2,3,2,3,3,2,3,1,4,2016,45.61335216926904,-65.96940798533412,407.0,15.0
1314020,760,Kedgwick ,RCR,3,3,3,3,3,4,4,3,3,3,2016,47.73499292572599,-67.4334322493316,,15.0
1311028,761,Kent ,P,2,2,1,3,2,2,3,1,3,2,2016,46.62214140816917,-67.29552606463696,2242.0,41.15069741297033
1310018,762,Kingsclear ,P,1,1,3,1,1,1,1,3,1,1,2016,45.879687232044056,-66.86940104765713,7391.0,61.54595643379726
1305014,763,Kingston ,P,1,2,2,1,2,1,1,1,1,2,2016,45.46625628278482,-66.02180445843751,2952.0,45.85440937682381
1313037,764,Lac Baker ,VL,2,2,1,2,4,2,2,1,2,4,2016,47.345531284385586,-68.64651667406409,719.0,21.70660255065356
1315032,765,Lamèque ,TV,3,3,3,3,3,3,4,3,3,3,2016,47.8139778532368,-64.62547529070807,1432.0,33.48604929720456
1315030,766,Le Goulet ,VL,2,4,1,1,2,2,4,1,1,2,2016,47.70999798325423,-64.70221693391214,817.0,23.891254728420787
1302008,767,Lepreau ,P,2,2,2,2,3,2,2,2,2,3,2016,45.217290064029385,-66.52475314655457,752.0,22.47384256361725
1303008,768,Lincoln ,P,1,2,2,1,1,1,1,2,1,1,2016,45.813290335938404,-66.59629280188567,6458.0,59.23879137554214
1312011,769,Lorne ,P,3,2,1,3,4,3,2,1,3,4,2016,47.12316194036966,-67.14273274528375,518.0,16.10064072786937
1315040,770,Maisonnette ,VL,4,4,1,4,4,4,4,1,4,4,2016,47.8238701449789,-65.02107435974393,573.0,17.825935702677544
1310004,771,Manners Sutton ,P,2,2,1,2,3,1,2,1,1,3,2016,45.64174486058017,-67.06124190298833,1806.0,37.45334372780531
1303016,772,Maugerville ,P,1,2,2,1,1,1,2,2,1,1,2016,46.12987876424817,-66.28587931087682,1776.0,37.166950375619535
1310006,773,McAdam ,VL,3,3,2,4,3,4,3,2,4,3,2016,45.592009640516515,-67.31345423365248,1284.0,31.620874799617336
1307013,774,Memramcook ,VL,2,2,3,1,1,1,2,4,1,1,2016,45.99196813393761,-64.59049267753655,4831.0,54.27602813333393
1310025,775,Millville ,VL,2,2,1,3,2,2,2,1,3,2,2016,46.132112958899725,-67.19631245851055,307.0,15.0
1304022,776,Minto ,VL,4,3,3,4,4,4,3,3,4,4,2016,46.090865374281165,-66.06040906326801,2505.0,43.047135090174145
1309050,777,Miramichi ,C,3,2,4,3,3,3,1,4,3,3,2016,47.01954492521999,-65.50730192624034,17811.0,76.58392671878303
1307019,778,Moncton ,P,1,2,2,1,1,1,1,2,1,1,2016,46.17465933870253,-64.89460868904399,9421.0,65.69509431833923
1307022,779,Moncton ,C,2,1,4,3,1,2,1,4,4,1,2016,46.11651953396123,-64.8126662480869,69074.0,99.7569374354429
1301016,780,Musquash ,P,1,2,1,1,2,1,1,1,1,2,2016,45.18348050938439,-66.35137745887786,1200.0,30.464095715539763
1310054,781,Nackawic ,TV,3,2,1,3,4,3,1,1,3,4,2016,45.99799184777594,-67.2384582978297,1049.0,28.16478077383668
1309038,782,Neguac ,VL,3,3,1,2,3,3,4,1,2,4,2016,47.26000574134721,-65.07724676333866,1678.0,36.196490850876685
1309014,783,Nelson ,P,2,2,2,2,2,1,2,1,1,2,2016,46.840221569485955,-65.59398097534728,935.0,26.197805360954725
1315016,784,New Bandon ,P,3,3,2,3,3,3,3,2,3,3,2016,47.69118430825103,-65.2898458358652,1195.0,30.392708207440638
1310001,785,New Maryland ,P,1,1,2,1,1,1,1,2,1,1,2016,45.68816961358787,-66.83524088415697,2466.0,42.77885597852637
1310002,786,New Maryland ,VL,1,1,3,1,1,1,1,3,1,1,2016,45.88709760145458,-66.67984732148848,4232.0,52.01271043371475
1309031,787,Newcastle ,P,2,3,1,2,2,2,3,1,2,2,2016,47.172690603150016,-65.55530860611667,1220.0,30.746701874587757
1315037,788,Nigadoo ,VL,3,3,4,2,3,3,3,4,2,3,2016,47.73744243098159,-65.73204200230401,952.0,26.505872855088914
1311008,789,Northampton ,P,1,2,2,2,1,1,2,2,1,1,2016,46.13102767844629,-67.47122309499342,1825.0,37.632275894502506
1309028,790,Northesk ,P,2,2,1,2,3,1,2,1,2,3,2016,47.25698939659342,-66.26143184462182,2352.0,41.96961805380688
1303018,791,Northfield ,P,3,4,3,3,3,4,4,2,3,3,2016,46.225893517902655,-66.01803458225189,643.0,19.796551613008763
1305016,792,Norton ,P,2,2,2,2,1,1,2,2,1,1,2016,45.577909986924546,-65.77634944576643,1296.0,31.77992044280374
1305018,793,Norton ,VL,2,2,3,2,1,2,2,3,2,1,2016,45.64910358789435,-65.71859971417062,1301.0,31.845755269434207
1313008,794,Notre-Dame-de-Lourdes ,P,3,3,2,2,3,3,4,1,2,3,2016,47.36019186288827,-67.82086469476654,263.0,15.0
1303012,795,Oromocto ,TV,1,1,2,2,1,1,1,2,2,1,2016,45.83777490908527,-66.48492952730106,8932.0,64.78379362409672
1315019,796,Paquetville ,P,4,4,3,4,4,4,4,4,4,4,2016,47.633244306587855,-65.1803547695055,2700.0,44.328799399779086
1315020,797,Paquetville ,VL,4,3,4,4,3,4,4,4,4,3,2016,47.66889098012657,-65.10694890879823,706.0,21.394643463069094
1311024,798,Peel ,P,3,3,3,3,2,3,4,3,3,1,2016,46.4057498767894,-67.52779187388703,1223.0,30.788692767616222
1302011,799,Pennfield ,P,2,3,3,2,2,2,3,3,2,2,2016,45.192568268138054,-66.68584933214032,2218.0,40.966688999891886
1312004,800,Perth ,P,3,2,2,3,4,3,2,1,3,4,2016,46.709700026817536,-67.60350962320977,1096.0,28.91415229428705
1312006,801,Perth-Andover ,VL,4,2,3,4,4,4,1,3,4,4,2016,46.73951281075651,-67.7100668813614,1778.0,37.18619324017264
1304001,802,Petersville ,P,2,2,1,2,2,1,2,1,2,1,2016,45.52245534532299,-66.36629898460077,723.0,21.801455960936114
1315014,803,Petit-Rocher ,VL,3,3,3,3,3,3,3,3,4,3,2016,47.7851034341477,-65.7238504674568,1908.0,38.392687590386934
1307029,804,Petitcodiac ,VL,3,2,4,3,3,3,3,4,3,3,2016,45.93784504581882,-65.17520627905998,1429.0,33.45019339447764
1312009,805,Plaster Rock ,VL,4,3,3,4,4,4,3,4,4,4,2016,46.90410343251488,-67.39509548427864,1135.0,29.51196671255465
1315013,806,Pointe-Verte ,VL,3,3,2,2,3,3,4,2,2,3,2016,47.8512669851626,-65.77496885254301,976.0,26.931553349902547
1307002,807,Port Elgin ,VL,4,3,4,4,4,4,3,4,4,4,2016,46.050059941774975,-64.08873874253747,418.0,15.0
1310016,808,Prince William ,P,2,2,2,2,2,1,1,2,1,2,2016,45.785395728225915,-67.11035996735656,895.0,25.45026407216513
1310021,809,Queensbury ,P,1,2,1,2,2,1,1,1,1,3,2016,45.99185441118528,-67.06316622900778,1272.0,31.460335748267287
1305057,810,Quispamsis ,TV,1,1,3,1,1,1,1,4,1,1,2016,45.43450012107615,-65.93518680704656,17886.0,76.65577018675535
1308017,811,Rexton ,VL,2,2,3,3,3,2,1,3,3,3,2016,46.6484227934905,-64.87930138384087,818.0,23.912168839102794
1308016,812,Richibucto ,P,3,4,2,2,3,3,4,2,2,3,2016,46.618899724458174,-64.83851515639714,1986.0,39.07772431582356
1308018,813,Richibucto ,TV,4,4,4,4,4,4,4,4,4,4,2016,46.680228360260806,-64.88042671282409,1286.0,31.64748536273339
1311001,814,Richmond ,P,2,2,2,2,1,1,2,2,2,1,2016,46.07788017912999,-67.72481404154807,1358.0,32.57888386623712
1306003,815,Riverside-Albert ,VL,4,4,2,3,4,4,4,2,4,4,2016,45.7488932218322,-64.73532620974038,353.0,15.0
1306020,816,Riverview ,TV,1,1,3,2,1,1,1,3,1,1,2016,46.053119029759415,-64.80869573673736,19128.0,77.80359538521382
1313014,817,Rivière-Verte ,VL,3,3,2,4,2,3,4,1,4,2,2016,47.3243398748284,-68.14426820325416,744.0,22.290982175071278
1313015,818,Rivière-Verte ,P,3,4,3,3,2,4,4,3,4,3,2016,47.50668537702394,-68.00397088201817,686.0,20.903308406056716
1309016,819,Rogersville ,P,4,4,2,3,3,4,4,2,3,3,2016,46.763725355927285,-65.46198701781219,1213.0,30.648320194616137
1309017,820,Rogersville ,VL,4,4,4,4,4,4,4,4,4,4,2016,46.73477862866621,-65.42831765899554,1170.0,30.031229978615485
1305008,821,Rothesay ,P,1,2,3,1,1,1,1,3,1,1,2016,45.399493288822754,-65.87771985991813,347.0,15.0
1305045,822,Rothesay ,TV,1,1,3,1,1,1,1,3,1,1,2016,45.38259894704392,-65.97008379886964,11947.0,69.75636523741376
1307008,823,Sackville ,P,2,2,2,2,2,1,1,2,1,2,2016,45.98598660537427,-64.36463190516456,1336.0,32.29963472336928
1307009,824,Sackville ,TV,2,1,4,2,2,1,1,4,2,2,2016,45.916896971284096,-64.38943847924034,5558.0,56.67280816255279
1302024,825,Saint Andrews ,P,1,1,4,1,2,1,1,4,1,2,2016,45.130741135751016,-67.0655673286688,593.0,18.41252096505654
1302026,826,Saint Andrews ,TV,1,1,2,2,3,1,1,1,2,3,2016,45.08262351771261,-67.06119286945028,1889.0,38.22157824350678
1302028,827,Saint Croix ,P,2,1,3,2,2,1,1,4,1,3,2016,45.20558611668507,-67.11167293533096,616.0,19.06311644314319
1302042,828,Saint David ,P,2,2,3,3,2,2,2,4,3,2,2016,45.29190059223157,-67.19823161013599,1605.0,35.43602332430253
1302016,829,Saint George ,P,2,2,3,2,2,2,2,3,1,2,2016,45.29177560379431,-66.85030127784265,2472.0,42.82040468269334
1302039,830,Saint James ,P,3,3,2,3,2,3,3,2,4,2,2016,45.38227309066372,-67.34252859179921,1241.0,31.03849518235257
1301006,831,Saint John ,C,3,2,4,4,2,3,1,4,4,1,2016,45.27495240805608,-66.06062823612574,70063.0,100.0
1301001,832,Saint Martins ,P,3,2,3,3,2,3,3,3,3,2,2016,45.456241668823054,-65.43996181176757,1145.0,29.661943843989736
1308006,833,Saint Mary ,P,2,3,2,2,2,2,3,2,2,2,2016,46.3987159566291,-64.86809085984166,2008.0,39.26607886661694
1310031,834,Saint Marys ,P,1,1,3,1,1,1,1,3,1,1,2016,46.17488454517024,-66.48990716708865,4733.0,53.925632396500056
1302021,835,Saint Patrick ,P,2,2,2,2,2,1,1,1,1,2,2016,45.2382948027306,-66.9930269040354,647.0,19.902581617018946
1302034,836,Saint Stephen ,P,3,3,4,3,2,3,3,4,3,2,2016,45.20778182848487,-67.32361352371092,1986.0,39.07772431582356
1313001,837,Saint-André ,P,2,3,2,2,2,2,4,2,2,1,2016,47.139218460849435,-67.74441783322308,1134.0,29.49689638689787
1313002,838,Saint-André ,RCR,2,3,2,3,2,2,3,2,3,1,2016,47.08577565755468,-67.75855427450307,819.0,23.93305739802442
1308007,839,Saint-Antoine ,VL,3,3,4,3,2,3,3,4,3,2,2016,46.364200331434596,-64.75337809451737,1770.0,37.10909149349666
1313018,840,Saint-Basile ,P,2,2,4,2,2,2,2,4,2,1,2016,47.42337705132029,-68.18475805513913,717.0,21.658977775150493
1308019,841,Saint-Charles ,P,3,4,2,2,3,4,4,2,2,4,2016,46.669169819794625,-65.01836801780196,1982.0,39.04325397481142
1313041,842,Saint-François ,P,2,4,2,2,1,2,4,2,2,1,2016,47.27189295985369,-68.85941518866464,630.0,19.44734122734374
1313042,843,Saint-François de Madawaska ,VL,3,4,2,4,2,3,4,1,4,1,2016,47.25163411534367,-68.71397977372945,533.0,16.588702888501096
1313032,844,Saint-Hilaire ,P,1,2,2,1,1,1,1,2,1,1,2016,47.326451079464334,-68.43703863271273,290.0,15.0
1315022,845,Saint-Isidore ,VL,2,2,1,2,2,1,2,1,2,2,2016,47.55557730753499,-65.04245337408092,748.0,22.38265683626953
1315021,846,Saint-Isidore ,P,4,4,3,4,3,4,4,3,4,4,2016,47.5492317906141,-65.10494028957395,1620.0,35.59506896748893
1313024,847,Saint-Jacques ,P,2,3,3,2,2,2,3,4,2,2,2016,47.563304320500414,-68.36916834774995,1599.0,35.37198848034539
1313022,848,Saint-Joseph ,P,2,3,3,2,2,2,3,3,2,1,2016,47.557813385727485,-68.30801650896515,2171.0,40.60049941873516
1315017,849,Saint-Léolin ,VL,4,4,3,3,4,4,4,4,4,4,2016,47.759349485521206,-65.16886123852376,488.0,15.080619600177942
1313004,850,Saint-Léonard ,P,2,3,3,2,2,2,3,4,2,1,2016,47.249814332306805,-67.79703609823521,1052.0,28.213606937483654
1313006,851,Saint-Léonard ,TV,4,3,4,4,2,4,3,4,4,2,2016,47.17149536850866,-67.92004724861654,1343.0,32.38898243208341
1308021,852,Saint-Louis ,P,3,4,2,2,3,3,4,2,2,3,2016,46.7048424947124,-65.1045490806411,1741.0,36.82664632505937
1308022,853,Saint-Louis de Kent ,VL,4,4,3,4,4,4,4,4,4,4,2016,46.73881710842336,-64.97672127063089,930.0,26.10613069975647
1308008,854,Saint-Paul ,P,4,4,4,3,3,4,4,4,3,3,2016,46.331036508291874,-65.00862005743397,866.0,24.887099909279353
1314021,855,Saint-Quentin ,P,2,3,1,2,2,2,4,1,2,2,2016,47.76505305781317,-67.81576824386798,1489.0,34.15340217537951
1314022,856,Saint-Quentin ,TV,3,3,3,3,2,3,4,2,4,2,2016,47.509820559133615,-67.38929710518269,2095.0,39.99124905310857
1313011,857,Sainte-Anne ,P,3,4,3,3,2,4,4,3,4,3,2016,47.40387962022307,-67.88171550034112,949.0,26.45190979077337
1313012,858,Sainte-Anne-de-Madawaska ,VL,3,3,2,3,2,3,3,2,4,2,2016,47.254011841132915,-68.02263161690756,1002.0,27.381052815764324
1315033,859,Sainte-Marie-Saint-Raphaël ,VL,4,4,3,3,3,4,4,3,3,3,2016,47.795215854682745,-64.57816569577018,955.0,26.559666134967696
1307024,860,Salisbury ,P,2,2,4,2,2,2,2,4,2,2,2016,46.077586064958254,-65.19969380721972,3417.0,48.355401120527056
1307028,861,Salisbury ,VL,2,2,3,3,2,2,2,4,3,2,2016,46.03772836085357,-65.04778308735972,2208.0,40.88943047100189
1307016,862,Shediac ,P,2,2,3,1,2,1,1,3,1,2,2016,46.20072439428546,-64.61321559075671,4917.0,54.57771145664023
1307052,863,Shediac ,TV,3,2,4,3,2,3,2,4,3,2,2016,46.17897133808482,-64.5197593443621,6053.0,58.13147461332537
1303014,864,Sheffield ,P,3,3,3,2,3,3,3,3,2,3,2016,45.98897117916318,-66.22716058729821,853.0,24.62849732527203
1315029,865,Shippagan ,P,4,4,3,3,3,4,4,3,2,3,2016,47.855640906773836,-64.60100726582816,5032.0,54.972982370169575
1315031,866,Shippagan ,TV,3,2,4,3,3,3,1,4,4,3,2016,47.73308524702838,-64.7280087392675,2603.0,43.70325858056556
1301004,867,Simonds ,P,2,2,2,2,1,1,2,2,1,1,2016,45.31442951019908,-65.80318291891254,3828.0,50.297302022673016
1311021,868,Simonds ,P,1,2,1,2,2,1,1,1,2,2,2016,46.3620965204163,-67.60428420856017,565.0,17.585548145510558
1310024,869,Southampton ,P,2,2,1,3,2,2,2,1,2,2,2016,46.078690150056474,-67.31239950593304,1538.0,34.70698002261238
1309026,870,Southesk ,P,3,2,3,2,3,3,2,4,2,3,2016,46.99016310198032,-66.43360685983163,1833.0,37.70705910110277
1305034,871,Springfield ,P,1,2,1,2,2,1,2,1,1,1,2016,45.70060679254817,-65.80774745177511,1652.0,35.929500820510555
1302018,872,St. George ,TV,3,2,4,3,2,3,2,4,3,2,2016,45.13003907152624,-66.82997358001775,1543.0,34.76247271446576
1302037,873,St. Stephen ,TV,3,2,4,4,3,4,1,4,4,3,2016,45.1860611508988,-67.29339642809134,4817.0,54.22640911697587
1310036,874,Stanley ,P,3,3,1,3,3,3,3,1,3,3,2016,46.54259823746678,-66.7355869705698,903.0,25.602409978080683
1310037,875,Stanley ,VL,3,2,4,3,3,4,2,4,3,4,2016,46.28411584199855,-66.73180879735223,419.0,15.0
1305031,876,Studholm ,P,2,2,2,2,2,2,2,2,2,2,2016,45.81337936088698,-65.57475144331299,3612.0,49.304277477529915
1305021,877,Sussex ,P,2,2,3,2,1,1,2,3,1,1,2016,45.65195287750054,-65.52772850600994,2529.0,43.21016167317113
1305022,878,Sussex ,TV,3,2,4,4,3,4,1,4,4,3,2016,45.72236948009097,-65.5069242334923,4312.0,52.33289363641121
1305023,879,Sussex Corner ,VL,2,2,3,2,2,2,2,3,2,2,2016,45.71204790752149,-65.46820383210337,1495.0,34.22215809920866
1314015,880,Tide Head ,VL,1,1,1,1,2,1,1,1,1,2,2016,47.980469605014775,-66.77671922578665,1036.0,27.951574477593994
1315002,881,Tracadie ,RGM,4,4,4,3,3,4,4,4,3,4,2016,47.478201636324286,-65.04049857265208,,15.0
