CSDUID,Unnamed: 0,Geography,Unnamed: 2,graph2_cwbwiz,graph2_education,graph2_housing,graph2_income,graph2_jobs,graph_cwb,graph_education,graph_housing,graph_income,graph_jobs,year,lat,lon,pop,log_std
1301001,0,Saint Martins,PAR,3,3,4,2,2,3,3,4,2,2,2001,45.456241668823054,-65.43996181176757,1145.0,29.661943843989736
1301002,1,St. Martins,VL,3,2,3,3,3,3,1,3,4,3,2001,45.350563526375176,-65.548118850501,314.0,15.0
1301004,2,Simonds,PAR,2,3,2,1,1,1,2,2,1,1,2001,45.31442951019908,-65.80318291891254,3828.0,50.297302022673016
1301006,3,Saint John,C,2,2,2,4,2,2,1,2,4,2,2001,45.27495240805608,-66.06062823612574,70063.0,100.0
1301016,4,Musquash,PAR,2,2,2,2,2,2,2,2,1,2,2001,45.18348050938439,-66.35137745887786,1200.0,30.464095715539763
1302004,5,Campobello,PAR,3,3,3,3,4,4,3,3,3,4,2001,44.89066099073523,-66.9318776526812,925.0,26.013961833145625
1302006,6,West Isles,PAR,2,2,1,2,2,1,2,1,1,3,2001,44.986058873819,-66.96984153526738,731.0,21.98959852908734
1302008,7,Lepreau,PAR,1,2,1,1,2,1,1,1,1,2,2001,45.217290064029385,-66.52475314655457,752.0,22.47384256361725
1302011,8,Pennfield,PAR,2,3,3,2,2,2,3,3,2,1,2001,45.192568268138054,-66.68584933214032,2218.0,40.966688999891886
1302012,9,Blacks Harbour,VL,3,3,3,3,3,4,3,3,4,3,2001,45.05824992428435,-66.78652266827775,982.0,27.036337845511447
1302016,10,Saint George,PAR,3,3,3,2,3,3,3,3,2,4,2001,45.29177560379431,-66.85030127784265,2472.0,42.82040468269334
1302018,11,St. George,T,2,1,2,2,2,1,1,2,2,2,2001,45.13003907152624,-66.82997358001775,1543.0,34.76247271446576
1302021,12,Saint Patrick,PAR,2,2,2,1,2,1,1,2,1,2,2001,45.2382948027306,-66.9930269040354,647.0,19.902581617018946
1302024,13,Saint Andrews,PAR,2,2,2,1,3,2,2,2,1,3,2001,45.130741135751016,-67.0655673286688,593.0,18.41252096505654
1302026,14,Saint Andrew,T,1,1,1,1,3,1,1,1,1,3,2001,45.08262351771261,-67.06119286945028,1889.0,38.22157824350678
1302028,15,Saint Croix,PAR,2,3,2,2,2,2,4,2,2,1,2001,45.20558611668507,-67.11167293533096,616.0,19.06311644314319
1302031,16,Dufferin,PAR,2,2,2,1,2,1,1,2,1,2,2001,45.179287047965566,-67.21116549533482,573.0,17.825935702677544
1302034,17,Saint Stephen,PAR,2,2,4,2,2,2,2,4,2,1,2001,45.20778182848487,-67.32361352371092,1986.0,39.07772431582356
1302037,18,St. Stephen,T,2,2,3,3,3,2,1,3,3,3,2001,45.1860611508988,-67.29339642809134,4817.0,54.22640911697587
1302039,19,Saint James,PAR,3,4,1,3,2,3,4,1,3,2,2001,45.38227309066372,-67.34252859179921,1241.0,31.03849518235257
1302042,20,Saint David,PAR,2,2,2,2,2,2,2,3,2,2,2001,45.29190059223157,-67.19823161013599,1605.0,35.43602332430253
1302044,21,Dumbarton,PAR,2,2,1,3,2,1,2,1,3,1,2001,45.412113206699374,-67.04920090593149,368.0,15.0
1302052,22,Grand Manan,VL,2,3,2,1,2,2,3,2,1,2,2001,44.699869875349684,-66.81087397167346,2377.0,42.15039033788562
1303001,23,Blissville,PAR,2,3,1,2,2,1,3,1,1,1,2001,45.609428248990305,-66.55865225702719,926.0,26.032435398800974
1303004,24,Gladstone,PAR,2,3,4,2,2,2,3,4,1,1,2001,45.61985730822487,-66.74045957659746,485.0,15.0
1303005,25,Tracy,VL,3,3,3,2,2,3,4,3,2,2,2001,45.67531729502585,-66.68393912914466,611.0,18.9237735092585
1303006,26,Fredericton Junction,VL,3,3,3,2,3,3,3,3,2,3,2001,45.659819909363726,-66.60546408814618,752.0,22.47384256361725
1303008,27,Lincoln,PAR,1,2,3,1,1,1,1,3,1,1,2001,45.813290335938404,-66.59629280188567,6458.0,59.23879137554214
1303011,28,Burton,PAR,1,2,2,1,2,1,2,1,1,1,2001,45.80109830531484,-66.40650652051646,5421.0,56.246093633951965
1303012,29,Oromocto,T,1,1,3,2,1,1,1,3,3,1,2001,45.83777490908527,-66.48492952730106,8932.0,64.78379362409672
1303014,30,Sheffield,PAR,3,3,2,3,3,3,3,2,3,3,2001,45.98897117916318,-66.22716058729821,853.0,24.62849732527203
1303016,31,Maugerville,PAR,2,2,4,1,1,1,2,4,1,1,2001,46.12987876424817,-66.28587931087682,1776.0,37.166950375619535
1303018,32,Northfield,PAR,3,4,2,3,2,3,4,2,4,2,2001,46.225893517902655,-66.01803458225189,643.0,19.796551613008763
1304001,33,Petersville,PAR,3,3,3,2,3,3,3,3,2,3,2001,45.52245534532299,-66.36629898460077,723.0,21.801455960936114
1304004,34,Gagetown,PAR,4,4,4,4,3,4,4,4,4,3,2001,45.74062172647206,-66.26694846731678,316.0,15.0
1304005,35,Gagetown,VL,1,1,2,1,2,1,1,1,1,2,2001,45.77533052587116,-66.16100849242933,698.0,21.199800518473445
1304006,36,Hampstead,PAR,1,1,2,2,3,1,1,1,1,3,2001,45.632256906490454,-66.15665144700071,294.0,15.0
1304008,37,Wickham,PAR,3,4,1,2,4,3,4,1,2,4,2001,45.70300669054761,-65.99060849131118,426.0,15.0
1304011,38,Cambridge,PAR,3,3,2,3,3,3,3,2,3,3,2001,45.819127947820554,-66.07492673747583,651.0,20.007958119165405
1304013,39,Cambridge-Narrows,VL,2,2,1,2,3,2,2,1,1,4,2001,45.812825550260946,-65.97033336567682,620.0,19.173778857636815
1304014,40,Johnston,PAR,3,3,1,3,3,3,4,1,3,3,2001,45.88911189590196,-65.80054511381073,660.0,20.2427071161293
1304018,41,Waterborough,PAR,2,2,1,1,3,2,2,1,1,3,2001,46.06139988544891,-65.81998789083559,851.0,24.588362838883143
1304021,42,Canning,PAR,2,2,1,2,3,1,1,1,1,3,2001,45.965186788517315,-66.09478243584725,952.0,26.505872855088914
1304022,43,Minto,VL,3,3,2,3,4,4,4,3,3,4,2001,46.090865374281165,-66.06040906326801,2505.0,43.047135090174145
1304024,44,Chipman,PAR,2,3,2,2,3,3,2,2,2,3,2001,46.21471199317679,-65.81565479603745,962.0,26.684529479141112
1304025,45,Chipman,VL,2,3,1,3,3,2,3,1,3,3,2001,46.171642564002056,-65.88213550022353,1236.0,30.96947093296872
1305001,46,Hammond,PAR,4,3,3,4,4,4,4,3,4,4,2001,45.56869207485287,-65.39443846587439,295.0,15.0
1305004,47,Upham,PAR,2,2,2,2,2,2,2,1,1,2,2001,45.508315879849796,-65.66151337321027,1306.0,31.911337564463665
1305006,48,Hampton,PAR,1,1,2,1,1,1,1,2,1,1,2001,45.467593233116894,-65.82632115716574,2734.0,44.542754210207384
1305007,49,Hampton,T,1,1,2,1,1,1,1,2,1,1,2001,45.52515851223885,-65.84261417387087,4292.0,52.25340821500415
1305008,50,Rothesay,PAR,2,2,2,2,1,1,2,2,2,1,2001,45.399493288822754,-65.87771985991813,347.0,15.0
1305011,51,Westfield,PAR,2,2,3,2,2,1,1,4,1,1,2001,45.343088620881545,-66.28668722767516,2108.0,40.097014169621325
1305014,52,Kingston,PAR,2,2,3,2,2,1,1,3,1,1,2001,45.46625628278482,-66.02180445843751,2952.0,45.85440937682381
1305015,53,Grand Bay-Westfield,T,1,1,2,1,1,1,1,2,1,1,2001,45.33676285706931,-66.24894369009147,5117.0,55.25937572235535
1305016,54,Norton,PAR,2,2,4,2,2,2,1,4,1,2,2001,45.577909986924546,-65.77634944576643,1296.0,31.77992044280374
1305018,55,Norton,VL,3,3,2,3,3,3,2,1,3,3,2001,45.64910358789435,-65.71859971417062,1301.0,31.845755269434207
1305021,56,Sussex,PAR,2,2,3,2,2,2,2,3,2,1,2001,45.65195287750054,-65.52772850600994,2529.0,43.21016167317113
1305022,57,Sussex,T,2,2,2,4,3,2,1,1,4,3,2001,45.72236948009097,-65.5069242334923,4312.0,52.33289363641121
1305023,58,Sussex Corner,VL,2,2,2,2,3,2,2,2,2,3,2001,45.71204790752149,-65.46820383210337,1495.0,34.22215809920866
1305024,59,Waterford,PAR,2,3,3,2,2,2,3,4,1,1,2001,45.66326936325819,-65.2935868224815,458.0,15.0
1305026,60,Cardwell,PAR,3,3,3,2,2,3,3,3,2,2,2001,45.78470890425861,-65.30362096926812,1414.0,33.269777193267984
1305028,61,Havelock,PAR,2,3,2,2,2,2,3,1,1,2,2001,45.95223222653122,-65.38840703847931,1158.0,29.85496776439152
1305031,62,Studholm,PAR,2,3,2,2,2,2,2,2,1,1,2001,45.81337936088698,-65.57475144331299,3612.0,49.304277477529915
1305034,63,Springfield,PAR,2,2,2,3,2,2,2,1,3,2,2001,45.70060679254817,-65.80774745177511,1652.0,35.929500820510555
1305036,64,Kars,PAR,3,3,2,3,3,3,3,2,3,3,2001,45.61335216926904,-65.96940798533412,407.0,15.0
1305038,65,Greenwich,PAR,2,2,3,2,3,2,1,3,2,3,2001,45.51102551157235,-66.12284395560935,1047.0,28.13215236059311
1305045,66,Rothesay,T,1,1,1,1,1,1,1,1,1,1,2001,45.38259894704392,-65.97008379886964,11947.0,69.75636523741376
1305057,67,Quispamsis,T,1,1,2,1,1,1,1,3,1,1,2001,45.43450012107615,-65.93518680704656,17886.0,76.65577018675535
1306001,68,Hopewell,PAR,2,2,2,2,1,1,2,2,1,1,2001,45.8061672626288,-64.68148715066799,643.0,19.796551613008763
1306003,69,Riverside-Albert,VL,3,2,1,3,4,3,2,1,3,4,2001,45.7488932218322,-64.73532620974038,353.0,15.0
1306004,70,Harvey,PAR,3,3,1,4,4,4,3,1,4,4,2001,45.707957180145655,-64.81244414343688,376.0,15.0
1306006,71,Alma,VL,2,4,1,1,3,2,4,1,1,4,2001,45.65057145611453,-64.9256275716889,232.0,15.0
1306008,72,Elgin,PAR,3,3,2,2,3,3,3,2,2,4,2001,45.80600626094524,-65.03350424903742,968.0,26.790834174048424
1306011,73,Hillsborough,PAR,2,2,3,2,1,1,2,3,2,1,2001,45.905153251685036,-64.76531059446609,1395.0,33.038482541876135
1306014,74,Coverdale,PAR,1,2,2,1,1,1,2,2,1,1,2001,46.00020390276781,-64.88639422414371,4401.0,52.682190352589565
1306020,75,Riverview,T,1,1,2,1,1,1,1,1,1,1,2001,46.053119029759415,-64.80869573673736,19128.0,77.80359538521382
1306025,76,Hillsborough,VL,2,2,4,2,3,3,1,4,2,3,2001,45.92051797820974,-64.65065688567866,1350.0,32.47786565005447
1307001,77,Westmorland,PAR,2,2,2,3,3,2,2,2,3,3,2001,45.97588135254714,-64.18558559382049,964.0,26.72003786854107
1307002,78,Port Elgin,VL,3,3,2,4,3,3,2,1,4,4,2001,46.050059941774975,-64.08873874253747,418.0,15.0
1307004,79,Botsford,PAR,3,3,2,2,3,3,3,2,2,4,2001,46.11449912248045,-63.98034969477228,1074.0,28.567467389599603
1307005,80,Beaubassin East,RC,2,2,3,1,2,2,2,4,1,2,2001,46.16670628731325,-64.33282489970864,6200.0,58.54172863149587
1307007,81,Cap-Pele,VL,3,3,4,2,3,3,3,4,2,3,2001,46.2172954379525,-64.28207347693017,2256.0,41.25712815546152
1307008,82,Sackville,PAR,3,3,4,3,2,4,3,4,3,2,2001,45.98598660537427,-64.36463190516456,1336.0,32.29963472336928
1307009,83,Sackville,T,1,1,2,2,2,1,1,2,2,2,2001,45.916896971284096,-64.38943847924034,5558.0,56.67280816255279
1307011,84,Dorchester,PAR,2,2,3,2,2,2,2,3,2,1,2001,45.951592165096734,-64.53207902769843,477.0,15.0
1307012,85,Dorchester,VL,3,3,4,3,3,4,2,4,3,4,2001,45.904065961795226,-64.51157427183766,1167.0,29.987334490189156
1307013,86,Memramcook,VL,2,2,3,2,2,2,2,3,1,1,2001,45.99196813393761,-64.59049267753655,4831.0,54.27602813333393
1307016,87,Shediac,PAR,2,2,2,1,3,2,2,2,1,3,2001,46.20072439428546,-64.61321559075671,4917.0,54.57771145664023
1307019,88,Moncton,PAR,2,2,3,1,1,1,2,4,1,1,2001,46.17465933870253,-64.89460868904399,9421.0,65.69509431833923
1307022,89,Moncton,C,2,1,2,3,2,1,1,2,3,1,2001,46.11651953396123,-64.8126662480869,69074.0,99.7569374354429
1307024,90,Salisbury,PAR,2,3,2,2,2,2,3,2,2,1,2001,46.077586064958254,-65.19969380721972,3417.0,48.355401120527056
1307028,91,Salisbury,VL,2,2,2,2,2,2,2,2,2,2,2001,46.03772836085357,-65.04778308735972,2208.0,40.88943047100189
1307029,92,Petitcodiac,VL,3,3,3,3,3,3,3,4,3,3,2001,45.93784504581882,-65.17520627905998,1429.0,33.45019339447764
1307045,93,Dieppe,T,1,1,3,1,1,1,1,3,1,1,2001,46.08590243681398,-64.69039800318478,23310.0,81.18422793569238
1307052,94,Shediac,T,2,2,3,3,2,2,2,3,3,2,2001,46.17897133808482,-64.5197593443621,6053.0,58.13147461332537
1308001,95,Dundas,PAR,2,2,3,2,2,2,2,3,1,2,2001,46.315718983996724,-64.69444469112713,6282.0,58.76637170216203
1308004,96,Wellington,PAR,2,3,3,2,2,2,3,3,1,2,2001,46.476950322164946,-64.74793425383648,3327.0,47.89904084201155
1308005,97,Bouctouche,T,4,3,3,3,3,4,4,4,4,4,2001,46.47037546150883,-64.73707250190441,2423.0,42.47809830128189
1308006,98,Saint Mary,PAR,3,3,4,2,3,4,4,4,2,3,2001,46.3987159566291,-64.86809085984166,2008.0,39.26607886661694
1308007,99,Saint-Antoine,VL,2,2,3,3,2,2,2,3,3,1,2001,46.364200331434596,-64.75337809451737,1770.0,37.10909149349666
1308008,100,Saint-Paul,PAR,4,3,4,3,4,4,4,4,3,4,2001,46.331036508291874,-65.00862005743397,866.0,24.887099909279353
1308010,101,Harcourt,PAR,4,4,4,4,4,4,4,4,4,4,2001,46.37657094245643,-65.44838413223067,390.0,15.0
1308014,102,Weldford,PAR,4,3,2,3,4,4,4,2,4,4,2001,46.522224745479555,-65.11157862466742,1318.0,32.06771624625359
1308016,103,Richibucto,PAR,3,4,3,3,3,4,4,3,3,4,2001,46.618899724458174,-64.83851515639714,1986.0,39.07772431582356
1308017,104,Rexton,VL,3,2,3,4,3,3,1,3,4,4,2001,46.6484227934905,-64.87930138384087,818.0,23.912168839102794
1308018,105,Richibucto,T,3,4,2,4,3,4,4,1,4,4,2001,46.680228360260806,-64.88042671282409,1286.0,31.64748536273339
1308019,106,Saint-Charles,PAR,3,3,3,3,2,3,4,3,3,2,2001,46.669169819794625,-65.01836801780196,1982.0,39.04325397481142
1308021,107,Saint-Louis,PAR,3,4,2,2,3,3,4,1,2,4,2001,46.7048424947124,-65.1045490806411,1741.0,36.82664632505937
1308022,108,Saint-Louis de Kent,VL,4,3,3,4,4,4,4,3,4,4,2001,46.73881710842336,-64.97672127063089,930.0,26.10613069975647
1308024,109,Acadieville,PAR,3,3,2,3,4,4,3,2,3,4,2001,46.71521844441913,-65.31561933888281,744.0,22.290982175071278
1308026,110,Carleton,PAR,3,3,3,2,2,3,4,4,2,2,2001,46.87974533052076,-65.00741898628944,770.0,22.878264967828386
1309001,111,Hardwicke,PAR,3,4,2,2,2,3,4,1,2,3,2001,47.02064453656423,-65.029693849354,2329.0,41.80160238123212
1309004,112,Glenelg,PAR,2,3,2,2,2,2,3,1,2,2,2001,46.945520760999734,-65.28948061327628,1610.0,35.48920309766156
1309006,113,Chatham,PAR,2,2,2,2,2,1,1,2,2,1,2001,47.04447364970811,-65.37793352517912,522.0,16.23215894061946
1309011,114,Derby,PAR,2,2,1,2,2,1,2,1,2,2,2001,46.88965669673914,-65.68994412603821,998.0,27.312663591176072
1309014,115,Nelson,PAR,3,3,2,2,2,3,3,2,2,3,2001,46.840221569485955,-65.59398097534728,935.0,26.197805360954725
1309016,116,Rogersville,PAR,3,4,4,3,3,4,4,4,3,3,2001,46.763725355927285,-65.46198701781219,1213.0,30.648320194616137
1309017,117,Rogersville,VL,4,4,3,4,3,4,4,3,4,4,2001,46.73477862866621,-65.42831765899554,1170.0,30.031229978615485
1309018,118,Blackville,PAR,4,3,4,3,4,4,4,4,3,4,2001,46.67212530838586,-65.79951085009095,2215.0,40.94354807596582
1309019,119,Blackville,VL,2,2,3,1,3,2,2,3,1,3,2001,46.736842565079996,-65.83441866716007,990.0,27.175058958248965
1309021,120,Blissfield,PAR,4,4,2,3,4,4,4,1,3,4,2001,46.60128460282051,-66.04033539437222,501.0,15.530119066039699
1309022,121,Doaktown,VL,2,2,1,2,3,2,1,1,2,4,2001,46.5608519950758,-66.11219578130896,793.0,23.3814842955438
1309024,122,Ludlow,PAR,3,3,1,3,4,4,4,1,4,4,2001,,,1568.0,35.03726621168721
1309026,123,Southesk,PAR,3,2,3,2,3,3,2,4,2,4,2001,46.99016310198032,-66.43360685983163,1833.0,37.70705910110277
1309028,124,Northesk,PAR,2,2,1,2,3,1,2,1,1,3,2001,47.25698939659342,-66.26143184462182,2352.0,41.96961805380688
1309031,125,Newcastle,PAR,2,3,2,2,2,2,3,1,2,3,2001,47.172690603150016,-65.55530860611667,1220.0,30.746701874587757
1309036,126,Alnwick,PAR,4,4,4,3,4,4,4,4,4,4,2001,47.26548836358309,-65.22916988281838,5922.0,57.75738969139995
1309038,127,Neguac,VL,3,3,1,3,3,3,3,1,3,4,2001,47.26000574134721,-65.07724676333866,1678.0,36.196490850876685
1309050,128,Miramichi,C,2,1,3,3,2,2,1,3,3,2,2001,47.01954492521999,-65.50730192624034,17811.0,76.58392671878303
1310001,129,New Maryland,PAR,1,1,2,1,1,1,1,1,1,1,2001,45.68816961358787,-66.83524088415697,2466.0,42.77885597852637
1310002,130,New Maryland,VL,1,1,2,1,1,1,1,2,1,1,2001,45.88709760145458,-66.67984732148848,4232.0,52.01271043371475
1310004,131,Manners Sutton,PAR,2,2,1,2,3,2,2,1,2,3,2001,45.64174486058017,-67.06124190298833,1806.0,37.45334372780531
1310005,132,Harvey,VL,2,1,1,3,2,1,1,1,4,3,2001,45.728600862949975,-67.00564988661381,363.0,15.0
1310006,133,McAdam,VL,3,3,2,4,4,4,3,2,4,4,2001,45.592009640516515,-67.31345423365248,1284.0,31.620874799617336
1310011,134,Canterbury,PAR,2,3,2,2,2,2,3,2,2,2,2001,45.87547964816014,-67.50882603143417,609.0,18.867716792318546
1310012,135,Canterbury,VL,3,3,2,3,4,4,3,3,3,4,2001,45.892611163733974,-67.46786102034336,331.0,15.0
1310014,136,Dumfries,PAR,1,1,1,1,2,1,1,1,1,1,2001,45.87536550209679,-67.21324875433575,373.0,15.0
1310016,137,Prince William,PAR,2,2,1,1,3,1,2,1,1,3,2001,45.785395728225915,-67.11035996735656,895.0,25.45026407216513
1310018,138,Kingsclear,PAR,1,1,2,1,1,1,1,1,1,1,2001,45.879687232044056,-66.86940104765713,7391.0,61.54595643379726
1310021,139,Queensbury,PAR,1,2,1,1,2,1,1,1,1,2,2001,45.99185441118528,-67.06316622900778,1272.0,31.460335748267287
1310024,140,Southampton,PAR,2,3,2,2,2,2,3,1,2,2,2001,46.078690150056474,-67.31239950593304,1538.0,34.70698002261238
1310025,141,Millville,VL,2,3,1,3,2,2,3,1,3,2,2001,46.132112958899725,-67.19631245851055,307.0,15.0
1310026,142,Bright,PAR,2,2,2,2,2,1,1,2,2,2,2001,46.12073041396755,-67.05496167146406,3068.0,46.51338957178232
1310028,143,Douglas,PAR,1,1,2,1,1,1,1,2,1,1,2001,46.28189375924272,-66.94202624856516,6081.0,58.210380956416316
1310031,144,Saint Marys,PAR,2,2,3,2,1,1,1,3,1,1,2001,46.17488454517024,-66.48990716708865,4733.0,53.925632396500056
1310032,145,Fredericton,C,1,1,2,2,2,1,1,2,2,1,2001,45.95517675693153,-66.64362779662362,56224.0,96.23772355933419
1310036,146,Stanley,PAR,3,3,2,3,3,4,4,2,3,4,2001,46.54259823746678,-66.7355869705698,903.0,25.602409978080683
1310037,147,Stanley,VL,2,1,2,3,4,2,1,1,3,4,2001,46.28411584199855,-66.73180879735223,419.0,15.0
1310054,148,Nackawic,T,2,1,1,2,2,1,1,1,2,2,2001,45.99799184777594,-67.2384582978297,1049.0,28.16478077383668
1311001,149,Richmond,PAR,1,2,2,2,1,1,1,1,1,1,2001,46.07788017912999,-67.72481404154807,1358.0,32.57888386623712
1311004,150,Woodstock,PAR,2,2,4,2,1,1,2,4,2,1,2001,46.06090369728699,-67.59846499525588,2165.0,40.55318218368917
1311006,151,Woodstock,T,2,1,3,3,2,2,1,3,4,2,2001,46.15079974395073,-67.59298298254691,5254.0,55.71110922541121
1311008,152,Northampton,PAR,2,2,2,2,1,1,2,2,1,1,2001,46.13102767844629,-67.47122309499342,1825.0,37.632275894502506
1311011,153,Brighton,PAR,2,3,3,2,2,2,3,3,2,1,2001,46.33160252913225,-67.35851383095635,1764.0,37.05103614620192
1311012,154,Hartland,T,2,2,3,2,1,1,2,4,2,1,2001,46.29856379799385,-67.50287472845609,947.0,26.415839559355447
1311014,155,Wakefield,PAR,1,2,2,1,1,1,1,1,1,1,2001,46.240764920446246,-67.62481730566658,2814.0,45.03586072740075
1311018,156,Wilmot,PAR,2,3,3,2,2,2,3,3,1,2,2001,46.34616401184349,-67.70998428915594,1085.0,28.741688551455567
1311019,157,Centreville,VL,2,2,1,2,2,1,2,1,2,2,2001,46.43032133474199,-67.70937407293718,542.0,16.874989670737833
1311021,158,Simonds,PAR,2,2,2,2,2,1,1,2,1,2,2001,46.3620965204163,-67.60428420856017,565.0,17.585548145510558
1311023,159,Florenceville,VL,1,1,2,3,1,1,1,3,3,1,2001,,,860.0,24.768230716552083
1311024,160,Peel,PAR,2,3,3,2,1,2,3,3,2,1,2001,46.4057498767894,-67.52779187388703,1223.0,30.788692767616222
1311026,161,Aberdeen,PAR,3,3,4,3,2,4,4,4,4,2,2001,46.50715534226651,-67.2809310934312,981.0,27.01891829907272
1311028,162,Kent,PAR,2,3,3,2,2,3,3,4,2,1,2001,46.62214140816917,-67.29552606463696,2242.0,41.15069741297033
1311029,163,Bristol,VL,2,3,2,3,2,2,3,2,3,2,2001,,,679.0,20.727950116512496
1311030,164,Bath,VL,3,3,2,4,3,3,2,2,4,3,2001,46.50923974233144,-67.58709810431753,532.0,16.556595304697737
1311031,165,Wicklow,PAR,2,2,2,2,1,1,1,2,2,1,2001,46.501654079127086,-67.70669539033584,1738.0,36.79715976986232
1312001,166,Andover,PAR,3,3,3,3,3,3,3,3,3,3,2001,46.701567322319484,-67.75292953771459,942.0,26.3253296425783
1312002,167,Aroostook,VL,2,1,2,4,2,2,1,2,4,2,2001,46.80528142490548,-67.72569286002994,351.0,15.0
1312004,168,Perth,PAR,3,2,1,3,3,3,2,1,3,4,2001,46.709700026817536,-67.60350962320977,1096.0,28.91415229428705
1312006,169,Perth-Andover,VL,2,1,2,4,3,2,1,2,4,3,2001,46.73951281075651,-67.7100668813614,1778.0,37.18619324017264
1312008,170,Gordon,PAR,3,4,2,2,3,3,4,1,2,4,2001,46.8360439717397,-67.19148186106719,1567.0,35.026358853517834
1312009,171,Plaster Rock,VL,3,3,2,4,2,3,2,1,4,2,2001,46.90410343251488,-67.39509548427864,1135.0,29.51196671255465
1312011,172,Lorne,PAR,2,3,1,2,3,2,3,1,2,4,2001,47.12316194036966,-67.14273274528375,518.0,16.10064072786937
1312014,173,Denmark,PAR,4,3,4,3,3,4,4,4,3,3,2001,47.11548712693388,-67.47712390984078,1592.0,35.2969767752807
1312016,174,Grand Falls,PAR,3,3,3,3,3,3,3,3,3,3,2001,46.9172994001402,-67.74515939514744,1172.0,30.060431152837147
1312019,175,Grand Falls (Grand-Sault),T,3,2,3,3,2,3,2,4,4,2,2001,47.04646856287302,-67.75577917658445,5706.0,57.12212342637475
1312021,176,Drummond,PAR,3,3,4,3,2,3,3,4,3,2,2001,47.308238617301335,-67.56737447500453,2250.0,41.21159608234462
1312023,177,Drummond,VL,3,2,4,3,2,3,2,4,3,2,2001,47.03689456784922,-67.68009122177594,775.0,22.98892738232201
1313001,178,Saint-André,PAR,3,3,3,3,2,3,3,4,3,1,2001,47.139218460849435,-67.74441783322308,1134.0,29.49689638689787
1313003,179,St. Andre',VL,3,4,4,3,3,4,4,4,3,3,2001,,,404.0,15.0
1313004,180,Saint-Léonard,PAR,3,3,3,2,3,3,3,3,2,3,2001,47.249814332306805,-67.79703609823521,1052.0,28.213606937483654
1313006,181,St. Leonard,T,3,3,4,4,2,4,3,4,4,2,2001,47.17149536850866,-67.92004724861654,1343.0,32.38898243208341
1313008,182,Notre-Dame-de-Lourdes,PAR,4,3,3,3,4,4,3,4,4,4,2001,47.36019186288827,-67.82086469476654,263.0,15.0
1313011,183,Sainte-Anne,PAR,4,4,4,4,4,4,4,4,4,4,2001,47.40387962022307,-67.88171550034112,949.0,26.45190979077337
1313012,184,Sainte-Anne-de-Madawaska,VL,4,4,4,4,3,4,4,4,4,3,2001,47.254011841132915,-68.02263161690756,1002.0,27.381052815764324
1313014,185,Rivière-Verte,VL,3,3,3,3,2,3,3,3,3,2,2001,47.3243398748284,-68.14426820325416,744.0,22.290982175071278
1313015,186,Rivière-Verte,PAR,3,3,3,3,3,4,4,3,4,4,2001,47.50668537702394,-68.00397088201817,686.0,20.903308406056716
1313018,187,Saint-Basile,PAR,3,3,4,3,1,3,3,4,3,1,2001,47.42337705132029,-68.18475805513913,717.0,21.658977775150493
1313022,188,Saint-Joseph,PAR,3,3,4,3,2,3,3,4,3,2,2001,47.557813385727485,-68.30801650896515,2171.0,40.60049941873516
1313024,189,Saint-Jacques,PAR,2,2,3,2,2,2,2,3,1,1,2001,47.563304320500414,-68.36916834774995,1599.0,35.37198848034539
1313027,190,Edmundston,C,2,1,2,3,2,2,1,2,3,2,2001,47.37794247723135,-68.32180166072511,16032.0,74.7847878146628
1313032,191,Saint-Hilaire,PAR,1,2,3,1,1,1,1,3,1,1,2001,47.326451079464334,-68.43703863271273,290.0,15.0
1313034,192,Baker Brook,PAR,4,4,4,4,2,4,4,4,4,2,2001,47.36132025823702,-68.55814126008033,645.0,19.849648808947123
1313035,193,Baker Brook,VL,3,2,4,4,2,3,2,4,4,2,2001,47.30916775580476,-68.50081875849601,585.0,18.180296228890864
1313036,194,Lac-Baker,PAR,2,3,2,2,1,2,3,2,2,1,2001,47.33947116897602,-68.6906627831674,,15.0
1313038,195,Clair,PAR,1,1,4,1,1,1,1,4,1,1,2001,47.2901610856007,-68.64373975403095,297.0,15.0
1313039,196,Clair,VL,3,3,2,4,3,4,4,2,4,4,2001,47.26474128759782,-68.62078963611063,857.0,24.708484761692443
1313041,197,Saint-François,PAR,3,4,3,3,1,3,4,3,3,1,2001,47.27189295985369,-68.85941518866464,630.0,19.44734122734374
1313042,198,Saint-François de Madawaska,VL,2,3,1,2,1,1,3,1,2,1,2001,47.25163411534367,-68.71397977372945,533.0,16.588702888501096
1314001,199,Durham,PAR,4,4,4,4,4,4,4,4,4,4,2001,47.76328314691997,-66.08490182528246,1207.0,30.56354010345687
1314003,200,Colborne,PAR,4,3,1,4,4,4,4,1,4,4,2001,47.75678582388057,-66.26906083641605,202.0,15.0
1314004,201,Charlo,VL,2,2,2,2,3,2,1,2,2,3,2001,47.986202159099676,-66.3155845930544,1324.0,32.145372473703894
1314005,202,Balmoral,PAR,4,4,4,3,4,4,4,4,4,4,2001,47.714403806539416,-66.51377921973031,602.0,18.670058135961014
1314006,203,Balmoral,VL,2,2,2,2,2,2,2,2,3,1,2001,47.96341889435569,-66.4792918289391,1719.0,36.609221294521824
1314008,204,Dalhousie,PAR,3,3,4,2,3,3,2,4,2,3,2001,48.033671617788606,-66.50332057483936,2247.0,41.18878449343609
1314011,205,Eel River Crossing,VL,3,3,3,3,3,4,3,4,3,4,2001,47.995820593644844,-66.48487501392081,1209.0,30.591846870437152
